sample_idx,id,base_id,name_primary,base_name_primary,names,base_names,categories_list,base_categories_list,categories,base_categories,address_string,base_address_string,addresses,base_addresses,address_street,address_city,address_state,address_postcode,base_address_street,base_address_city,base_address_state,base_address_postcode,websites,base_websites,phones,base_phones,emails,base_emails,socials,base_socials,brand,base_brand,quality_score_names_base,quality_score_names,quality_diff_names,label_names,quality_score_addresses_base,quality_score_addresses,quality_diff_addresses,label_addresses,quality_score_categories_base,quality_score_categories,quality_diff_categories,label_categories,quality_score_websites_base,quality_score_websites,quality_diff_websites,label_websites,quality_score_phones_base,quality_score_phones,quality_diff_phones,label_phones,quality_score_emails_base,quality_score_emails,quality_diff_emails,label_emails,quality_score_socials_base,quality_score_socials,quality_diff_socials,label_socials,quality_score_brand_base,quality_score_brand,quality_diff_brand,label_brand,label_overall,quality_score_a,quality_score_b,quality_difference
134,08f2ab13b0d0e901037694635b1be2ed,562949964417634,First General Services of Western PA,First General Service Of Western PA,{'primary': 'First General Services of Western PA'},{'primary': 'First General Service Of Western PA'},"['damage_restoration', 'environmental_abatement_services']","['damage_restoration', 'environmental_abatement_services']","{'primary': 'damage_restoration', 'alternate': ['environmental_abatement_services']}","{'primary': 'damage_restoration', 'alternate': ['environmental_abatement_services']}","712 Spearman Ave, Farrell, PA, 16121","712 Spearman Ave, Farrell, PA, 16121","[{'freeform': '712 Spearman Ave', 'locality': 'Farrell', 'postcode': '16121', 'region': 'PA', 'country': 'US'}]","[{'freeform': '712 Spearman Ave', 'locality': 'Farrell', 'region': 'PA', 'country': 'US', 'postcode': '16121'}]",712 Spearman Ave,Farrell,PA,16121,712 Spearman Ave,Farrell,PA,16121,['http://fgswpa.com/'],[''],"[""7249811441""]","[""7249811441""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
135,08fbe0e35cad5c710328873748ffebb5,844424933229721,Frazer Jones,Frazer Jones,{'primary': 'Frazer Jones'},{'primary': 'Frazer Jones'},['employment_agencies'],['employment_agencies'],{'primary': 'employment_agencies'},{'primary': 'employment_agencies'},"Level 14/55 Clarence Street, Sydney, New South Wales, 2000","Level 14/55 Clarence Street, Sydney, New South Wales, 2000","[{'freeform': 'Level 14/55 Clarence Street', 'locality': 'Sydney', 'postcode': '2000', 'region': 'New South Wales', 'country': 'AU'}]","[{'freeform': 'Level 14/55 Clarence Street', 'locality': 'Sydney', 'region': 'New South Wales', 'country': 'AU', 'postcode': '2000'}]",Level 14/55 Clarence Street,Sydney,New South Wales,2000,Level 14/55 Clarence Street,Sydney,New South Wales,2000,['https://www.frazerjones.com/'],['https://www.frazerjones.com/'],"[""0292369090""]","[""0292369090""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,0.45000000000000007,0.45000000000000007,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.33000000000000007,0.34,-0.009999999999999953
136,1125899912956588,1407374891427699,Alexandria & Company,Alexandria & Company,{'primary': 'Alexandria & Company'},{'primary': 'Alexandria & Company'},"['jewelry_store', 'jewelry_repair_service', 'retail']","['jewelry_store', 'jewelry_repair_service', 'retail']","{'primary': 'jewelry_store', 'alternate': ['jewelry_repair_service', 'retail']}","{'primary': 'jewelry_store', 'alternate': ['jewelry_repair_service', 'retail']}","121 S Royal St, Alexandria, VA, 22314","121 S Royal St, Alexandria, VA, 22314","[{'freeform': '121 S Royal St', 'locality': 'Alexandria', 'region': 'VA', 'country': 'US', 'postcode': '22314'}]","[{'freeform': '121 S Royal St', 'locality': 'Alexandria', 'region': 'VA', 'country': 'US', 'postcode': '22314'}]",121 S Royal St,Alexandria,VA,22314,121 S Royal St,Alexandria,VA,22314,['http://www.alxandcompany.com/'],['http://www.alxandcompany.com/'],"[""7035480659""]","[""7035480659""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
137,08f29a199eaf25a603a95d490f36ddce,1125899910310972,Cookie Cutters Haircuts for Kids,Cookie Cutters Haircuts for Kids - Beverly Hills,{'primary': 'Cookie Cutters Haircuts for Kids'},{'primary': 'Cookie Cutters Haircuts for Kids - Beverly Hills'},"['beauty_salon', 'hair_salon', 'screen_printing_t_shirt_printing']","['kids_hair_salon', 'hair_salon', 'beauty_and_spa']","{'primary': 'beauty_salon', 'alternate': ['hair_salon', 'screen_printing_t_shirt_printing']}","{'primary': 'kids_hair_salon', 'alternate': ['hair_salon', 'beauty_and_spa']}","266 S Beverly Dr, Beverly Hills, CA, 90212-3805","266 S Beverly Dr, Beverly Hills, CA, 90212","[{'freeform': '266 S Beverly Dr', 'locality': 'Beverly Hills', 'postcode': '90212-3805', 'region': 'CA', 'country': 'US'}]","[{'freeform': '266 S Beverly Dr', 'locality': 'Beverly Hills', 'region': 'CA', 'country': 'US', 'postcode': '90212'}]",266 S Beverly Dr,Beverly Hills,CA,90212-3805,266 S Beverly Dr,Beverly Hills,CA,90212,['https://www.haircutsarefun.com/beverlyhills-ca/'],['http://www.haircutsarefun.com/beverlyhills-ca'],"[""+13107347556""]","[""3107347556""]",,,['https://www.facebook.com/169529167094526'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.41000000000000003,0.030000000000000027
138,1125899911803822,1125899911803825,DANCENTER (58195) 5 Personen Ferienhaus in einem Ferienpark in Glesborg,DANCENTER (58208) 5 Personen Ferienhaus in einem Ferienpark in Glesborg,{'primary': 'DANCENTER (58195) 5 Personen Ferienhaus in einem Ferienpark in Glesborg'},{'primary': 'DANCENTER (58208) 5 Personen Ferienhaus in einem Ferienpark in Glesborg'},"['cabin', 'holiday_rental_home']","['cabin', 'holiday_rental_home']","{'primary': 'cabin', 'alternate': ['holiday_rental_home']}","{'primary': 'cabin', 'alternate': ['holiday_rental_home']}","HAVET 24A, Glesborg, 8585","HAVET 24A, Glesborg, 8585","[{'freeform': 'HAVET 24A', 'locality': 'Glesborg', 'region': '', 'country': 'DK', 'postcode': '8585'}]","[{'freeform': 'HAVET 24A', 'locality': 'Glesborg', 'region': '', 'country': 'DK', 'postcode': '8585'}]",HAVET 24A,Glesborg,,8585,HAVET 24A,Glesborg,,8585,['https://www.dancenter.de/ferienhaus/58195?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=58195'],['https://www.dancenter.de/ferienhaus/58208?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=58208'],"[""""]","[""""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,0.35000000000000003,0.35000000000000003,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.31000000000000005,0.32,-0.009999999999999953
139,08f29a5792d46a5d0335edaa218f3095,1407374885860410,The Breakwater,The Breakwater Apartments,{'primary': 'The Breakwater'},{'primary': 'The Breakwater Apartments'},"['landmark_and_historical_building', 'accommodation']","['rental_services', 'apartments', 'real_estate_service']","{'primary': 'landmark_and_historical_building', 'alternate': ['accommodation']}","{'primary': 'rental_services', 'alternate': ['apartments', 'real_estate_service']}","16761 Viewpoint Ln, Huntington Beach, CA, 92647-4709","16761 Viewpoint Ln, Huntington Beach, CA, 92647","[{'freeform': '16761 Viewpoint Ln', 'locality': 'Huntington Beach', 'postcode': '92647-4709', 'region': 'CA', 'country': 'US'}]","[{'freeform': '16761 Viewpoint Ln', 'locality': 'Huntington Beach', 'region': 'CA', 'country': 'US', 'postcode': '92647'}]",16761 Viewpoint Ln,Huntington Beach,CA,92647-4709,16761 Viewpoint Ln,Huntington Beach,CA,92647,['https://livethebreakwater.com/'],['http://livethebreakwater.com/'],"[""+17142438572""]","[""8332608211""]",,,['https://www.facebook.com/158643730834811'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
140,08f2a930f0835c9d039f113beff6647f,1407374889501649,Southern Ohio Chamber Alliance,Southern Ohio Chamber Alliance,{'primary': 'Southern Ohio Chamber Alliance'},{'primary': 'Southern Ohio Chamber Alliance'},"['community_services_non_profits', 'social_service_organizations']","['organization', 'chambers_of_commerce']","{'primary': 'community_services_non_profits', 'alternate': ['social_service_organizations']}","{'primary': 'organization', 'alternate': ['chambers_of_commerce']}","1435 Vine St, Cincinnati, OH, 45202-7094","1435 Vine St 2nd Floor, Cincinnati, OH, 45202","[{'freeform': '1435 Vine St', 'locality': 'Cincinnati', 'postcode': '45202-7094', 'region': 'OH', 'country': 'US'}]","[{'freeform': '1435 Vine St 2nd Floor', 'locality': 'Cincinnati', 'region': 'OH', 'country': 'US', 'postcode': '45202'}]",1435 Vine St,Cincinnati,OH,45202-7094,1435 Vine St 2nd Floor,Cincinnati,OH,45202,['http://www.joinsoca.com/'],['http://www.joinsoca.com/?utm_source=GMBlisting&utm_medium=organic'],"[""+15134525103""]","[""5134525103""]",,,['https://www.facebook.com/204722182934908'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
141,08f2e74a50d2900003b56d9aa022a3b6,562949964821720,かっぱ寿司富岡店,かっぱ寿司 富岡店,{'primary': 'かっぱ寿司富岡店'},{'primary': 'かっぱ寿司 富岡店'},"['sushi_restaurant', 'japanese_restaurant', 'diner']","['sushi_restaurant', 'restaurant']","{'primary': 'sushi_restaurant', 'alternate': ['japanese_restaurant', 'diner']}","{'primary': 'sushi_restaurant', 'alternate': ['restaurant']}","群馬県富岡市富岡２３５１−１, 富岡市, 370-2316","群馬県富岡市富岡2356, 〒370-2316","[{'freeform': '群馬県富岡市富岡２３５１−１', 'locality': '富岡市', 'postcode': '370-2316', 'country': 'JP'}]","[{'freeform': '群馬県富岡市富岡2356', 'locality': '', 'region': '', 'country': 'JP', 'postcode': '〒370-2316'}]",群馬県富岡市富岡２３５１−１,富岡市,,370-2316,群馬県富岡市富岡2356,,,〒370-2316,['https://www.kappasushi.jp'],['https://www.kappasushi.jp/shop/0033'],"[""+81274702788""]","[""0274702788""]",,,['https://www.facebook.com/113311610843862'],,,{'names': {}},0.8,0.8,0.0,2.0,0.2,0.35000000000000003,-0.15000000000000002,0.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.28,0.32,-0.03999999999999998
142,08f266dad34a453403895be31ff7113a,562949964741889,Commonwealth Plastic Surgery,Commonwealth Plastic Surgery,{'primary': 'Commonwealth Plastic Surgery'},{'primary': 'Commonwealth Plastic Surgery'},"['plastic_surgeon', 'doctor', 'health_and_medical']","['medical_spa', 'plastic_surgeon', 'surgeon', 'doctor', 'medical_center', 'spas', 'beauty_and_spa', 'health_and_medical']","{'primary': 'plastic_surgeon', 'alternate': ['doctor', 'health_and_medical']}","{'primary': 'medical_spa', 'alternate': ['plastic_surgeon', 'surgeon', 'doctor', 'medical_center', 'spas', 'beauty_and_spa', 'health_and_medical']}","715 Shaker Dr, Lexington, KY, 40504-3628","715 Shaker Dr Ste 100, Lexington, KY, 40504","[{'freeform': '715 Shaker Dr', 'locality': 'Lexington', 'postcode': '40504-3628', 'region': 'KY', 'country': 'US'}]","[{'freeform': '715 Shaker Dr Ste 100', 'locality': 'Lexington', 'region': 'KY', 'country': 'US', 'postcode': '40504'}]",715 Shaker Dr,Lexington,KY,40504-3628,715 Shaker Dr Ste 100,Lexington,KY,40504,['http://dowdenplasticsurgery.com/'],['https://www.commonwealthplastics.com/'],"[""+18592779435""]","[""8592779435""]",,,['https://www.facebook.com/234662893320742'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
143,08f1958c2b10c541038aee2bfe17b7a0,1407374889554333,Wye Water Services,Wye Water Services,{'primary': 'Wye Water Services'},{'primary': 'Wye Water Services'},['plumbing'],['plumbing'],{'primary': 'plumbing'},{'primary': 'plumbing'},"14C Rockfield Rd, Hr1 2Ua, Hereford, Herefordshire, HR1 4EW","14C Rockfield Road, Hereford, HR1 2UA","[{'freeform': '14C Rockfield Rd, Hr1 2Ua', 'locality': 'Hereford', 'postcode': 'HR1 4EW', 'region': 'Herefordshire', 'country': 'GB'}]","[{'freeform': '14C Rockfield Road', 'locality': 'Hereford', 'region': '', 'country': 'GB', 'postcode': 'HR1 2UA'}]","14C Rockfield Rd, Hr1 2Ua",Hereford,Herefordshire,HR1 4EW,14C Rockfield Road,Hereford,,HR1 2UA,['https://www.wyewaterservices.co.uk/'],['https://www.wyewaterservices.co.uk/'],"[""07778167829""]","[""01432277114""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,0.35000000000000003,0.45000000000000007,-0.10000000000000003,0.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.31000000000000005,0.34,-0.02999999999999997
144,1407374891120618,844424934871469,Norfolk Royale Hotel,Norfolk Royale Hotel Bournemouth,{'primary': 'Norfolk Royale Hotel'},{'primary': 'Norfolk Royale Hotel Bournemouth'},"['resort', 'hotel']","['resort', 'hotel']","{'primary': 'resort', 'alternate': ['hotel']}","{'primary': 'resort', 'alternate': ['hotel']}","Richmond Hill, Bournemouth, Bournemouth, BH2 6EN","Richmond Hill, Bournemouth, BH2 6EN","[{'freeform': 'Richmond Hill', 'locality': 'Bournemouth', 'region': 'Bournemouth', 'country': 'GB', 'postcode': 'BH2 6EN'}]","[{'freeform': 'Richmond Hill', 'locality': 'Bournemouth', 'region': '', 'country': 'GB', 'postcode': 'BH2 6EN'}]",Richmond Hill,Bournemouth,Bournemouth,BH2 6EN,Richmond Hill,Bournemouth,,BH2 6EN,['https://www.alfatravel.co.uk/the-norfolk-royale-hotel-bournemouth/'],['http://www.thenorfolkhotel.co.uk/'],"[""01202551521""]","[""01202551521""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,0.35000000000000003,0.45000000000000007,-0.10000000000000003,0.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.31000000000000005,0.34,-0.02999999999999997
145,08f2640d0e5ae55d03f4bf0c75e365cd,1970324841284526,Flanagan Paint & Supply,Flanagan Paint & Supply- Benjamin Moore Paint- Edwardsville,{'primary': 'Flanagan Paint & Supply'},{'primary': 'Flanagan Paint & Supply- Benjamin Moore Paint- Edwardsville'},['painting'],"['paint_store', 'retail']",{'primary': 'painting'},"{'primary': 'paint_store', 'alternate': ['retail']}","1510 Troy Rd, Edwardsville, IL, 62025-2550","1510 Troy Rd, Edwardsville, IL, 62025","[{'freeform': '1510 Troy Rd', 'locality': 'Edwardsville', 'postcode': '62025-2550', 'region': 'IL', 'country': 'US'}]","[{'freeform': '1510 Troy Rd', 'locality': 'Edwardsville', 'region': 'IL', 'country': 'US', 'postcode': '62025'}]",1510 Troy Rd,Edwardsville,IL,62025-2550,1510 Troy Rd,Edwardsville,IL,62025,['http://www.flanaganpaint.com/'],['https://flanaganpaint.com/'],"[""+16186560490""]","[""6186560490""]",,,['https://www.facebook.com/100109696130675'],,{'names': {'primary': 'Benjamin Moore'}},{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
146,08f26cc2f2b032ce03a3f4ff67b6eea7,1125899912484626,Godfather's Pizza Express,Godfather's Pizza Express,"{'primary': ""Godfather's Pizza Express""}","{'primary': ""Godfather's Pizza Express""}","['pizza_restaurant', 'restaurant', 'diner']","['pizza_restaurant', 'restaurant']","{'primary': 'pizza_restaurant', 'alternate': ['restaurant', 'diner']}","{'primary': 'pizza_restaurant', 'alternate': ['restaurant']}","1223 N 1st Ave, Durant, OK, 74701-2807","1223 N 1st Ave, Durant, OK, 74701","[{'freeform': '1223 N 1st Ave', 'locality': 'Durant', 'postcode': '74701-2807', 'region': 'OK', 'country': 'US'}]","[{'freeform': '1223 N 1st Ave', 'locality': 'Durant', 'region': 'OK', 'country': 'US', 'postcode': '74701'}]",1223 N 1st Ave,Durant,OK,74701-2807,1223 N 1st Ave,Durant,OK,74701,['https://www.godfathers.com/'],['http://www.godfathers.com/store/godfathers-pizza-37271'],"[""+15809249304""]","[""5809249304""]",,,['https://www.facebook.com/215009331702676'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.41000000000000003,0.030000000000000027
147,08f39540a8951551033cd5c0b522f9b6,1688849863718528,Operfín,Operfín: Servicios Financieros,{'primary': 'Operfín'},{'primary': 'Operfín: Servicios Financieros'},"['mortgage_broker', 'professional_services', 'financial_service']",['mortgage_broker'],"{'primary': 'mortgage_broker', 'alternate': ['professional_services', 'financial_service']}",{'primary': 'mortgage_broker'},"Avenida de Giorgeta, 4, Valencia, 46007","Avenida Giorgeta, 4 Bajo, Valencia, 46007","[{'freeform': 'Avenida de Giorgeta, 4', 'locality': 'Valencia', 'postcode': '46007', 'country': 'ES'}]","[{'freeform': 'Avenida Giorgeta, 4 Bajo', 'locality': 'Valencia', 'region': '', 'country': 'ES', 'postcode': '46007'}]","Avenida de Giorgeta, 4",Valencia,,46007,"Avenida Giorgeta, 4 Bajo",Valencia,,46007,,['http://operfin.es/'],"[""+34960830875""]","[""960830875""]",,,['https://www.facebook.com/110551861591590'],,,{'names': {}},0.8,0.8,0.0,2.0,0.39999999999999997,0.39999999999999997,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.32000000000000006,0.28,0.040000000000000036
148,08f2a336124e17040373939b45bed74c,562949958464804,Illiano's Grill,Illiano's Grill,"{'primary': ""Illiano's Grill""}","{'primary': ""Illiano's Grill""}","['italian_restaurant', 'pizza_restaurant', 'restaurant']","['pizza_restaurant', 'food', 'restaurant']","{'primary': 'italian_restaurant', 'alternate': ['pizza_restaurant', 'restaurant']}","{'primary': 'pizza_restaurant', 'alternate': ['food', 'restaurant']}","257 W Town St, Yantic, CT, 06389-1003","257 W Town St, Yantic, CT, 06389","[{'freeform': '257 W Town St', 'locality': 'Yantic', 'postcode': '06389-1003', 'region': 'CT', 'country': 'US'}]","[{'freeform': '257 W Town St', 'locality': 'Yantic', 'region': 'CT', 'country': 'US', 'postcode': '06389'}]",257 W Town St,Yantic,CT,06389-1003,257 W Town St,Yantic,CT,06389,['http://www.illianosgrill.com/'],[''],"[""+18608896163""]","[""8608896163""]",,,['https://www.facebook.com/271868892870239'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.41000000000000003,0.030000000000000027
149,1407374890020083,844424934199442,Boots Opticians,Boots Opticians,{'primary': 'Boots Opticians'},{'primary': 'Boots Opticians'},"['sunglasses_store', 'optical_wholesaler', 'wholesaler', 'doctor', 'medical_center', 'business_equipment_and_supply', 'health_and_medical', 'business_to_business', 'retail']","['sunglasses_store', 'optical_wholesaler', 'wholesaler', 'doctor', 'medical_center', 'business_equipment_and_supply', 'health_and_medical', 'business_to_business', 'retail']","{'primary': 'sunglasses_store', 'alternate': ['optical_wholesaler', 'wholesaler', 'doctor', 'medical_center', 'business_equipment_and_supply', 'health_and_medical', 'business_to_business', 'retail']}","{'primary': 'sunglasses_store', 'alternate': ['optical_wholesaler', 'wholesaler', 'doctor', 'medical_center', 'business_equipment_and_supply', 'health_and_medical', 'business_to_business', 'retail']}","76-77 North Street, Chichester, Portsmouth, PO19 1LQ","76-77 North Street, Chichester, PO19 1LQ","[{'freeform': '76-77 North Street', 'locality': 'Chichester', 'region': 'Portsmouth', 'country': 'GB', 'postcode': 'PO19 1LQ'}]","[{'freeform': '76-77 North Street', 'locality': 'Chichester', 'region': '', 'country': 'GB', 'postcode': 'PO19 1LQ'}]",76-77 North Street,Chichester,Portsmouth,PO19 1LQ,76-77 North Street,Chichester,,PO19 1LQ,['https://boots.reputation.com/76-77-north-street-chichester?utm_source=bing'],['http://www.boots.com/'],"[""01243789927""]","[""01243789927""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,0.7000000000000001,0.8,-0.09999999999999998,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.38,0.41000000000000003,-0.030000000000000027
150,08f2b9aa6cd83dac03aaf49b2b35ae57,1407374888497995,Michael O'Leary,"Michael O'Leary, CPA","{'primary': ""Michael O'Leary""}","{'primary': ""Michael O'Leary, CPA""}","['accountant', 'financial_service', 'trusts']",['accountant'],"{'primary': 'accountant', 'alternate': ['financial_service', 'trusts']}",{'primary': 'accountant'},"16610 Bayview Ave, Newmarket, ON, L3X 1X3","16610 Bayview Avenue, Newmarket, ON, L3X 1X3","[{'freeform': '16610 Bayview Ave', 'locality': 'Newmarket', 'postcode': 'L3X 1X3', 'region': 'ON', 'country': 'CA'}]","[{'freeform': '16610 Bayview Avenue', 'locality': 'Newmarket', 'region': 'ON', 'country': 'CA', 'postcode': 'L3X 1X3'}]",16610 Bayview Ave,Newmarket,ON,L3X 1X3,16610 Bayview Avenue,Newmarket,ON,L3X 1X3,['http://www.michaelolearycga.com'],['http://www.michaelolearycga.com/'],"[""+19058983320""]","[""9058983320""]",,,['https://www.facebook.com/706098616108024'],,,{'names': {}},0.8,0.8,0.0,2.0,0.85,0.9500000000000001,-0.10000000000000009,0.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,0.0,0.41000000000000003,0.44,-0.02999999999999997
151,1407374890120053,844424932994052,The Burlington Apartments,The Burlington Apartments,{'primary': 'The Burlington Apartments'},{'primary': 'The Burlington Apartments'},"['apartments', 'condominium']","['apartments', 'condominium']","{'primary': 'apartments', 'alternate': ['condominium']}","{'primary': 'apartments', 'alternate': ['condominium']}","1180 Cushing Cir, Saint Paul, MN, 55108","1180 Cushing Cir, Saint Paul, MN, 55108","[{'freeform': '1180 Cushing Cir', 'locality': 'Saint Paul', 'region': 'MN', 'country': 'US', 'postcode': '55108'}]","[{'freeform': '1180 Cushing Cir', 'locality': 'Saint Paul', 'region': 'MN', 'country': 'US', 'postcode': '55108'}]",1180 Cushing Cir,Saint Paul,MN,55108,1180 Cushing Cir,Saint Paul,MN,55108,['https://www.burlingtonstpaul.com/'],['https://www.burlingtonstpaul.com/'],"[""8333603417""]","[""6516441089""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
152,08f2a9290631c954031301f85d19a34a,1407374886707093,First Merchants Bank,First Merchants Bank,{'primary': 'First Merchants Bank'},{'primary': 'First Merchants Bank'},"['banks', 'bank_credit_union', 'atms']",['bank_credit_union'],"{'primary': 'banks', 'alternate': ['bank_credit_union', 'atms']}",{'primary': 'bank_credit_union'},"115 W Main St, Portland, IN, 47371-2122","115 W Main St, Portland, IN, 47371","[{'freeform': '115 W Main St', 'locality': 'Portland', 'postcode': '47371-2122', 'region': 'IN', 'country': 'US'}]","[{'freeform': '115 W Main St', 'locality': 'Portland', 'region': 'IN', 'country': 'US', 'postcode': '47371'}]",115 W Main St,Portland,IN,47371-2122,115 W Main St,Portland,IN,47371,['https://www.firstmerchants.com/locations/bank-portland-drive-thru-portland-in/'],['https://www.firstmerchants.com/locations/bank-portland-drive-thru-portland-in/'],"[""+18002053464""]","[""8002053464""]",,,['https://www.facebook.com/113391220458161'],,{'names': {'primary': 'First Merchants'}},{'names': {}},0.8,0.8,0.0,2.0,1.0,0.8,0.19999999999999996,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.41000000000000003,0.030000000000000027
