sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
938,{'primary': 'Five Pointe Barber Shop'},"[{'freeform': '17601 Coastal Hwy', 'locality': 'Lewes', 'postcode': '19958-6217', 'region': 'DE', 'country': 'US'}]","{'primary': 'barber', 'alternate': ['beauty_salon', 'beauty_and_spa']}",['http://5pointbarber.com'],"[""+13026457779""]",,['https://www.facebook.com/1691483661121966'],
939,{'primary': 'Costa Coffee'},"[{'freeform': 'Next, Hedge End Retail Park, Charles Watts Way', 'locality': 'Southampton', 'region': 'Hampshire', 'country': 'GB', 'postcode': 'SO30 4RT'}]","{'primary': 'coffee_shop', 'alternate': ['cafe', 'shopping']}",['http://www.costa.co.uk/'],"[""+448456008545""]",,['https://www.facebook.com/724291064283766'],{'names': {}}
940,{'primary': 'Chinese Foot Massage & Body Relax'},"[{'freeform': '750 N Henderson St', 'locality': 'Galesburg', 'region': 'IL', 'country': 'US', 'postcode': '61401'}]","{'primary': 'massage', 'alternate': ['massage_therapy', 'spas', 'beauty_and_spa', 'health_and_medical']}",['https://chinese-foot-massage-body-relax-asian-spa-galesburg.business.site/'],"[""3093430619""]",,,{'names': {}}
941,{'primary': 'Health Care Physicians Profile 6'},"[{'freeform': '3rd Floor, Rajapushpa Business Center, Kondapur', 'locality': 'Hyderabad', 'postcode': '500084', 'region': 'Telangana', 'country': 'IN'}]",,['https://creativesol.com/?utm_j=book'],"[""04048687888""]",,,
942,{'primary': 'Micronova IT Group'},"[{'freeform': '18 Bull Temple Road', 'locality': 'Bengaluru', 'postcode': '560004', 'region': 'KA', 'country': 'IN'}]","{'primary': 'internet_service_provider', 'alternate': ['information_technology_company']}",['https://www.micronova.in/'],"[""+918147090194""]",,['https://www.facebook.com/111110383764991'],{'names': {}}
943,{'primary': 'CosmetiCare'},"[{'freeform': '1101 Bayside Dr Ste 100', 'locality': 'Corona Del Mar', 'region': 'CA', 'country': 'US', 'postcode': '92625'}]","{'primary': 'plastic_surgeon', 'alternate': ['hospital', 'medical_spa']}",['https://linktr.ee/CosmetiCareNewportBeach?fbclid=PAZXh0bgNhZW0CMTEAAabfYGYNwhzfs6R8qKUVthjiupI10cHnEKNUr6FkX0_yp-dEXX3g_IKWB-E_aem_AUWkrpuCmoKyGzKRLtwcAJqImJ3iojv_dQQuIGb9dJnhuLtVoauG3Q77Hu4tVFlV8aw04BHFHEOQeDIjeBuAZWGA'],"[""+19494492309""]",,['https://www.facebook.com/215597205716'],{'names': {}}
944,{'primary': '21 Petals Florist and Flower Market'},"[{'freeform': '1400 Teal Rd Ste 30', 'locality': 'Lafayette', 'region': 'IN', 'country': 'US', 'postcode': '47909'}]","{'primary': 'florist', 'alternate': ['retail']}",['https://21petalsflowerslafayette.com/'],"[""7652315070""]",,,{'names': {}}
945,{'primary': 'R2B Business Solutions'},"[{'freeform': 'Courtyard Offices, Town House, Market Street', 'locality': 'Hailsham', 'region': 'East Sussex', 'country': 'GB', 'postcode': 'BN27 2AE'}]","{'primary': 'professional_services', 'alternate': ['financial_advising']}",['http://www.r2bbs.co.uk/'],"[""+441323446644""]",,['https://www.facebook.com/342025129595662'],{'names': {}}
946,{'primary': 'Acceptance Insurance'},"[{'freeform': '5845 S Central Ave', 'locality': 'Phoenix', 'region': 'AZ', 'country': 'US', 'postcode': '85040'}]",{'primary': 'insurance_agency'},['https://locations.acceptanceinsurance.com/phoenix-insurance-arizona-85040'],"[""+16027821587""]",,['https://www.facebook.com/100842660533193'],{'names': {}}
947,"{'primary': ""Angelo's Cleaning""}","[{'freeform': '312 Bridge St', 'locality': 'Phoenixville', 'region': 'PA', 'country': 'US', 'postcode': '19460'}]","{'primary': 'air_duct_cleaning_service', 'alternate': ['carpet_cleaning']}",['https://angeloscleaning.com/'],"[""6109357557""]",,,{'names': {}}
948,{'primary': 'Management Factory Corporate Advisory GmbH'},"[{'freeform': 'Lothringerstraße 14 / 4. Stock', 'locality': 'Wien', 'postcode': '1030', 'region': 'Vienna', 'country': 'AT'}]","{'primary': 'business_management_services', 'alternate': ['marketing_consultant', 'consultant_and_general_service']}",['http://www.mf.ag/'],"[""012622220""]",,,{'names': {}}
949,{'primary': 'KERAMUNDO'},"[{'freeform': 'Goethestr. 11b-c', 'locality': 'Frankfurt/Oder', 'region': 'Brandenburg', 'country': 'DE', 'postcode': '15234'}]","{'primary': 'building_supply_store', 'alternate': ['tiling', 'industrial_equipment']}",['http://www.keramundo.de/frankfurtoder'],"[""+49335414870""]",,['https://www.facebook.com/1397175513731568'],{'names': {}}
950,{'primary': 'Pão de Açúcar'},"[{'freeform': 'Rua Gen. Glicério 3733', 'locality': 'São José do Rio Preto', 'region': 'SP', 'country': 'BR', 'postcode': '15015-400'}]","{'primary': 'supermarket', 'alternate': ['retail']}",['http://www.paodeacucar.com.br/'],"[""08007796761""]",,,{'names': {}}
951,{'primary': 'DANCENTER (39892) 6 Personen Ferienhaus in einem Ferienpark in Hanstholm'},"[{'freeform': 'VIGSØ BUGT VEJ 1', 'locality': 'Hanstholm', 'region': '', 'country': 'DK', 'postcode': '7730'}]",{'primary': 'holiday_rental_home'},['https://www.dancenter.de/ferienhaus/39892?utm_source=bing_myplaces&utm_medium=organic&utm_campaign=39892'],"[""""]",,,{'names': {}}
952,{'primary': 'Infinite Martial Arts & Fitness'},"[{'freeform': '315 Bell Blvd', 'locality': 'Belleville', 'postcode': 'K8P 5H3', 'region': 'ON', 'country': 'CA'}]","{'primary': 'martial_arts_club', 'alternate': ['active_life', 'gym']}",['http://infinite-mma.com/'],"[""+16139697653""]",,['https://www.facebook.com/280049965940137'],{'names': {}}
953,{'primary': 'Pharmasave Holyrood Pharmacy and Telehealth Medical Clinic'},"[{'freeform': '9020 75 St NW', 'locality': 'Edmonton', 'postcode': 'T6C 2H4', 'region': 'AB', 'country': 'CA'}]","{'primary': 'pharmacy', 'alternate': ['medical_supply']}",['https://pharmasave.com/edmonton-holyrood/'],"[""+17804402066""]",,['https://www.facebook.com/106852770984291'],{'names': {}}
954,{'primary': 'River Jams'},"[{'freeform': '2940 109th St', 'locality': 'Chippewa Falls', 'region': 'WI', 'country': 'US', 'postcode': '54729'}]",{'primary': 'restaurant'},['https://www.river-jams.com/'],"[""7158613041""]",,,{'names': {}}
955,{'primary': 'Electric Center'},"[{'freeform': 'Unit 8, Mountbatten Business Park, Jackson Close, Farlington', 'locality': 'Portsmouth', 'region': '', 'country': 'GB', 'postcode': 'PO6 1UR'}]","{'primary': 'wholesale_store', 'alternate': ['industrial_equipment']}",['https://www.electric-center.co.uk/'],"[""+442392201220""]",,['https://www.facebook.com/112546725035630'],{'names': {}}
956,{'primary': 'Kootenai Health Rehabilitation Services - Riverstone'},"[{'freeform': '2236 N Merritt Creek Loop Suite B', 'locality': ""Coeur D'Alene"", 'region': 'ID', 'country': 'US', 'postcode': '83814'}]","{'primary': 'physical_therapy', 'alternate': ['health_and_medical']}",['https://www.kh.org/rehabilitation-services'],"[""2086254100""]",,,{'names': {}}
957,{'primary': 'Super 8 by Wyndham Vicksburg'},"[{'freeform': '4127 I-20 Frontage Rd', 'locality': 'Vicksburg', 'postcode': '39183', 'region': 'MS', 'country': 'US'}]","{'primary': 'hotel', 'alternate': ['accommodation', 'motel']}",['https://www.wyndhamhotels.com/super-8/vicksburg-mississippi/super-8-vicksburg-ms/overview'],"[""+16016385077""]",,['https://www.facebook.com/151040185306576'],{'names': {}}
958,{'primary': 'Robert Walters Group'},"[{'freeform': '1 Custom House Quay', 'locality': 'Dublin', 'postcode': 'D01 KF84', 'country': 'IE'}]",{'primary': 'professional_services'},['https://www.robertwalters.ie/'],"[""+35316334111""]",,['https://www.facebook.com/255106175182237'],{'names': {}}
959,"{'primary': ""Dunkin'""}","[{'freeform': '80H Bethany Rd', 'locality': 'Hazlet', 'region': 'NJ', 'country': 'US', 'postcode': '07730'}]","{'primary': 'donuts', 'alternate': ['coffee_shop', 'breakfast_and_brunch_restaurant']}",['https://locations.dunkindonuts.com/en/nj/hazlet/80h-bethany-rd/348586?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=348586&y_source=1_MTIxMDcyMzMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D'],"[""+17322032014""]",,['https://www.facebook.com/205727006148386'],{'names': {}}
960,{'primary': 'Petro-Canada'},"[{'freeform': '3360 Victoria Ave', 'locality': 'Brandon', 'postcode': 'R7B2R5', 'region': 'MB', 'country': 'CA'}]","{'primary': 'gas_station', 'alternate': ['automotive']}",['https://www.petro-canada.ca/en/personal/gas-station-locations/3360-victoria-avenue-brandon?utm_source=Bing&utm_medium=lpm&utm_campaign=suncor'],"[""2047290223""]",,,{'names': {}}
961,{'primary': 'Chisolm Trace'},"[{'freeform': '10503 Huebner Rd', 'locality': 'San Antonio', 'region': 'TX', 'country': 'US', 'postcode': '78240'}]","{'primary': 'rental_services', 'alternate': ['apartments', 'real_estate_service']}",['http://www.liveatcourtlandheights.com/'],"[""2106908184""]",,,{'names': {}}
962,{'primary': 'Manna Massage'},"[{'freeform': '320 Washington Street', 'locality': 'Brookline', 'region': 'MA', 'country': 'US', 'postcode': '02445'}]","{'primary': 'massage', 'alternate': ['spas', 'physical_therapy']}",['http://www.mannamassage.com'],"[""+16179011311""]",,['https://www.facebook.com/59348270912'],{'names': {}}
963,{'primary': 'Simon Smith Design'},"[{'freeform': 'Colliery Lane', 'locality': 'Houghton Le Spring', 'postcode': 'DH5 0BG', 'country': 'GB'}]",{'primary': 'architectural_designer'},[''],"[""01913883141""]",,,{'names': {}}
964,{'primary': 'Sunrise Financial'},"[{'freeform': '1275 Whitfield Ave', 'locality': 'Sarasota', 'region': 'FL', 'country': 'US', 'postcode': '34243'}]","{'primary': 'mortgage_lender', 'alternate': ['mortgage_broker']}",[''],"[""9413567677""]",,,{'names': {}}
965,{'primary': 'Miracle-Ear Hearing Aid Center'},"[{'freeform': '7400 Timberlake Rd', 'locality': 'Lynchburg', 'region': 'VA', 'country': 'US', 'postcode': '24502'}]","{'primary': 'medical_supply', 'alternate': ['surgical_appliances_and_supplies', 'audiologist']}",['https://www.miracle-ear.com/stores-near-me/hearing-aids-lynchburg-va/miracle-ear-hearing-aid-center-timberlake-rd-s10077'],"[""+14342150577""]",,['https://www.facebook.com/200342726497194'],{'names': {}}
966,"{'primary': ""Domino's Pizza""}","[{'freeform': '11339 W Atlantic Blvd', 'locality': 'Coral Springs', 'postcode': '33071', 'region': 'FL', 'country': 'US'}]","{'primary': 'pizza_restaurant', 'alternate': ['restaurant', 'food_delivery_service']}",['https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps'],"[""+19543440991""]",,['https://www.facebook.com/388378821283070'],{'names': {}}
967,{'primary': 'BWS Dural'},"[{'freeform': '500 Old Northern Rd', 'locality': 'Sydney', 'postcode': '2158', 'region': 'NSW', 'country': 'AU'}]","{'primary': 'liquor_store', 'alternate': ['shopping']}",['https://store.bws.com.au/storelocator/nsw-dural-6884'],"[""+61296524001""]",,['https://www.facebook.com/222499408126912'],{'names': {}}
968,{'primary': 'Speedy Splash Carwash'},"[{'freeform': '1841 N Crossover Rd', 'locality': 'Fayetteville', 'postcode': '72701', 'region': 'AR', 'country': 'US'}]","{'primary': 'car_wash', 'alternate': ['automotive']}",['https://speedysplash.com/'],"[""4799354395""]",,,{'names': {}}
969,{'primary': 'Saunders Law Group'},"[{'freeform': '480 S Broadway Ave', 'locality': 'Bartow', 'region': 'FL', 'country': 'US', 'postcode': '33830'}]","{'primary': 'lawyer', 'alternate': ['divorce_and_family_law']}",['http://www.saunders-law.com/'],"[""+18635336200""]",,['https://www.facebook.com/160951257262734'],{'names': {}}
970,"{'primary': ""Braum's Ice Cream & Dairy Store""}","[{'freeform': '5300 Matlock Rd', 'locality': 'Arlington', 'region': 'TX', 'country': 'US', 'postcode': '76018'}]","{'primary': 'ice_cream_and_frozen_yoghurt', 'alternate': ['breakfast_and_brunch_restaurant', 'cafe', 'fast_food_restaurant', 'food', 'restaurant']}",['https://www.braums.com/store/5300-matlock-rd-arlington-tx/'],"[""8177848041""]",,,{'names': {}}
971,{'primary': 'Hotel Eurostars Mediterranea Plaza'},"[{'freeform': ""Plaça de l'Ajuntament, 6"", 'locality': 'Alacant', 'postcode': '03002', 'country': 'ES'}]","{'primary': 'hotel', 'alternate': ['accommodation', 'travel']}",['http://www.eurostarshotels.com/eurostars-mediterranea-plaza.html?referer_code=lb0fb00yx&utm_source=facebook&utm_medium=business&utm_campaign=lb0fb00yx'],"[""+34965210188""]",,['https://www.facebook.com/204840816204981'],{'names': {}}
972,{'primary': 'F45 Training Pyrmont'},"[{'freeform': '55 Pyrmont Bridge Road', 'locality': 'Pyrmont', 'postcode': '2009', 'region': 'New South Wales', 'country': 'AU'}]","{'primary': 'gym', 'alternate': ['active_life']}",['http://www.f45training.com/pyrmont'],"[""0450007477""]",,,{'names': {}}
973,{'primary': 'Prime Storage'},"[{'freeform': '610 Highway 17 N', 'locality': 'Surfside Beach', 'postcode': '29575', 'region': 'SC', 'country': 'US'}]",{'primary': 'self_storage_facility'},['https://primestorage.com/locations/sc/surfside-beach/SC17/'],"[""8438745034""]",,,{'names': {}}
974,{'primary': 'Tidal Wave Auto Spa | Car Wash'},"[{'freeform': '120 Front Royal Pike', 'locality': 'Winchester', 'region': 'VA', 'country': 'US', 'postcode': '22602'}]","{'primary': 'car_wash', 'alternate': ['automotive']}",['https://www.tidalwaveautospa.com/location/winchester-va/'],"[""7069380991""]",,,{'names': {}}
975,{'primary': 'South Beach Tanning Company'},"[{'freeform': '2186 Empire Blvd', 'locality': 'Webster', 'region': 'NY', 'country': 'US', 'postcode': '14580'}]","{'primary': 'tanning_salon', 'alternate': ['beauty_salon']}",['https://southbeachtanningcompany.com/webster/'],"[""+15856708267""]",,['https://www.facebook.com/121766374565526'],{'names': {}}
976,{'primary': 'Daimler Trucks Caboolture'},"[{'freeform': '67 Lear Jet Drive', 'locality': 'Caboolture', 'region': 'Queensland', 'country': 'AU', 'postcode': '4510'}]","{'primary': 'truck_dealer_for_businesses', 'alternate': ['trucks_and_industrial_vehicles', 'business_storage_and_transportation', 'business_to_business']}",['http://www.daimlertruckscaboolture.com.au/'],"[""0754314200""]",,,{'names': {}}
977,{'primary': 'Evergreen Middle School'},"[{'freeform': '6900 208th Ave NE', 'locality': 'Redmond', 'region': 'WA', 'country': 'US', 'postcode': '98053'}]","{'primary': 'middle_school', 'alternate': ['high_school']}",['http://www.lwsd.org'],"[""+14259362320""]",,['https://www.facebook.com/968229346680571'],{'names': {}}
978,"{'primary': 'Delta Management, LLC'}","[{'freeform': '805 3rd Ave 1100', 'locality': 'New York', 'region': 'NY', 'country': 'US', 'postcode': '10022'}]",{'primary': 'property_management'},['http://www.deltamgmtre.com/'],"[""2127534120""]",,,{'names': {}}
979,{'primary': 'BP'},"[{'freeform': '2705 S 10Th St', 'locality': 'Manitowoc', 'region': 'WI', 'country': 'US', 'postcode': '54220'}]","{'primary': 'gas_station', 'alternate': ['automotive']}",['http://www.bp.com/'],"[""9206825001""]",,,{'names': {}}
980,{'primary': 'Mail Boxes Etc. UK'},"[{'freeform': '4 Spring Bridge Road', 'locality': 'London', 'postcode': 'W5 2AA', 'region': 'ENG', 'country': 'GB'}]","{'primary': 'professional_services', 'alternate': ['freight_and_cargo_service']}",['https://www.mbe.co.uk/ealing'],"[""+442081293492""]",,['https://www.facebook.com/148836305744826'],{'names': {}}
981,{'primary': 'Athleta'},"[{'freeform': '19 Town Square Blvd Ste 150', 'locality': 'Asheville', 'region': 'NC', 'country': 'US', 'postcode': '28803'}]","{'primary': ""women's_clothing_store"", 'alternate': ['sports_wear', 'clothing_store', 'retail']}",['https://athleta.gap.com/stores/nc/asheville/athleta-1205.html'],"[""8286500887""]",,,{'names': {}}
982,{'primary': 'Wells Fargo'},"[{'freeform': '2301 Kell Blvd', 'locality': 'Wichita Falls', 'region': 'TX', 'country': 'US', 'postcode': '76308'}]",{'primary': 'bank_credit_union'},[''],"[""9407678321""]",,,{'names': {}}
983,{'primary': 'Little Jewels - Evergreen'},"[{'freeform': '1730 Evergreen Blvd', 'locality': 'Normal', 'region': 'IL', 'country': 'US', 'postcode': '61761'}]","{'primary': 'day_care_preschool', 'alternate': ['home_service', 'preschool']}",['https://littlejewelslearningcenter.com/'],"[""+13098080006""]",,['https://www.facebook.com/101039205093429'],{'names': {}}
984,{'primary': 'MANPOWER'},"[{'freeform': '8210 University Executive Park Dr Ste 140', 'locality': 'Charlotte', 'region': 'NC', 'country': 'US', 'postcode': '28262'}]",{'primary': 'employment_agencies'},['https://www.manpower.com/en/about-us/locations/charlotte-nc-area'],"[""7049712810""]",,,{'names': {}}
985,"{'primary': 'Graig Sanders, PA-C'}","[{'freeform': '1591 Boston Post Rd Ste 200', 'locality': 'Guilford', 'region': 'CT', 'country': 'US', 'postcode': '06437'}]","{'primary': 'cardiologist', 'alternate': ['doctor', 'health_and_medical']}",['https://hartfordhealthcaremedicalgroup.org/GraigSanders'],"[""2038675377""]",,,{'names': {}}
986,{'primary': '13214343'},"[{'freeform': '1766 Palo Verde Ave', 'locality': 'East Palo Alto', 'postcode': '96303', 'region': 'CA', 'country': 'US'}]",,['https://creativesol.com/?utm_j=book'],"[""4089844462""]",,,
987,{'primary': 'bp America'},"[{'freeform': '36 Main St', 'locality': 'Lincoln', 'postcode': '03251', 'region': 'NH', 'country': 'US'}]","{'primary': 'gas_station', 'alternate': ['convenience_store', 'energy_company']}",['https://map.bp.com/en-US/US/gas-station/lincoln/bp/07140528220360325100100000000000'],"[""+16037452022""]",,['https://www.facebook.com/124417915852623'],{'names': {'primary': 'bp America'}}
988,{'primary': 'Axis Bank Branch'},"[{'freeform': 'Plot No 2, Umamaheswarapuram, Karikulam, Kumbakonam Main Road', 'locality': 'Thiruvidaimaruthur', 'region': 'Tamil Nadu', 'country': 'IN', 'postcode': '612103'}]","{'primary': 'bank_credit_union', 'alternate': ['financial_service', 'banks']}",['https://branch.axisbank.com/axis-bank-umamaheshapuram-bank-branch-thanjavur-tamil-nadu-40706/Home?utm_source=locator&utm_medium=facebook'],"[""+9118604195555""]",,['https://www.facebook.com/750656828638298'],{'names': {}}
989,"{'primary': ""Johnstone's Decorating Centre""}","[{'freeform': 'Unit 2-3, Carlisle Street', 'locality': 'Blackburn', 'region': '', 'country': 'GB', 'postcode': 'BB1 1DJ'}]","{'primary': 'painting', 'alternate': ['retail']}",['https://paint247.ppgnet.com/'],"[""+441254680463""]",,['https://www.facebook.com/101856117862290'],{'names': {}}
990,{'primary': 'Coastal Paper and Chemical Supply'},"[{'freeform': '864 SE 46th Ln', 'locality': 'Cape Coral', 'region': 'FL', 'country': 'US', 'postcode': '33904'}]","{'primary': 'office_equipment', 'alternate': ['chemical_plant', 'janitorial_services']}",['https://www.coastalpaperfl.com/'],"[""+12395421970""]",,['https://www.facebook.com/280061908764987'],{'names': {}}
991,{'primary': 'JOE & THE JUICE - Schifflände'},"[{'freeform': 'Schifflände 26', 'locality': 'Zürich', 'region': 'Zürich', 'country': 'CH', 'postcode': '8001'}]","{'primary': 'smoothie_juice_bar', 'alternate': ['bar', 'cafe', 'restaurant']}",['http://joejuice.com/'],"[""0718924424""]",,,{'names': {}}
992,{'primary': 'Digital Diagnosis Marketing'},"[{'freeform': '4600 Summerlin Rd', 'locality': 'Fort Myers', 'region': 'FL', 'country': 'US', 'postcode': '33919'}]",{'primary': 'marketing_agency'},['https://www.digitaldiagnosis.com/'],"[""2396746555""]",,,{'names': {}}
993,{'primary': 'Clifton and Lewis Insurance Group'},"[{'freeform': '38232 5th Ave', 'locality': 'Zephyrhills', 'region': 'FL', 'country': 'US', 'postcode': '33542'}]","{'primary': 'auto_insurance', 'alternate': ['home_and_rental_insurance']}",['http://cliftonlewisins.com/'],"[""8134525382""]",,,{'names': {}}
994,{'primary': 'Florida State Inspectors'},"[{'freeform': '5011 Grobe St', 'locality': 'North Port', 'region': 'FL', 'country': 'US', 'postcode': '34287'}]","{'primary': 'home_inspector', 'alternate': ['professional_services']}",['https://www.floridastateinspectors.com/'],"[""+19412290350""]",,['https://www.facebook.com/106849491826855'],{'names': {}}
995,{'primary': 'Shinto Japanese Steakhouse & Sushi Bar'},"[{'freeform': '17070 Pearl Rd', 'locality': 'Strongsville', 'region': 'OH', 'country': 'US', 'postcode': '44136'}]","{'primary': 'sushi_restaurant', 'alternate': ['steakhouse', 'japanese_restaurant']}",['http://shintoexperience.com/strongsville'],"[""+14408783868""]",,['https://www.facebook.com/214618138572644'],{'names': {}}
996,{'primary': 'Chick-fil-A'},"[{'freeform': '1002 Keller Pkwy', 'locality': 'Keller', 'postcode': '76248', 'region': 'TX', 'country': 'US'}]","{'primary': 'fast_food_restaurant', 'alternate': ['chicken_restaurant', 'restaurant']}",['https://www.chick-fil-a.com/locations/tx/keller?utm_source=yext&utm_medium=link'],"[""+18175625561""]",,['https://www.facebook.com/601156246632902'],{'names': {}}
997,{'primary': 'Bannister GP Kia'},"[{'freeform': '11806 99 Ave', 'locality': 'Grande Prairie', 'postcode': 'T8W 0C7', 'region': 'AB', 'country': 'CA'}]","{'primary': 'auto_parts_and_supply_store', 'alternate': ['auto_body_shop', 'automotive']}",['http://www.bannistergpkia.ca/'],"[""7805395024""]",,,{'names': {}}
998,{'primary': 'Buckman Road KinderCare'},"[{'freeform': '4287 Buckman Rd', 'locality': 'Alexandria', 'region': 'VA', 'country': 'US', 'postcode': '22309'}]","{'primary': 'preschool', 'alternate': ['day_care_preschool', 'home_service']}",['https://www.kindercare.com/our-centers/alexandria/va/301010?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_content=fb&y_source=1_NTA3NTMxLTU1OS1sb2NhdGlvbi53ZWJzaXRl'],"[""+15715694069""]",,['https://www.facebook.com/167352279942520'],{'names': {}}
999,{'primary': 'Walmart'},"[{'freeform': '15240 E Iliff Ave', 'locality': 'Aurora', 'region': 'CO', 'country': 'US', 'postcode': '80014'}]",{'primary': 'restaurant'},['http://www.walmart.com/store/4196-aurora-co'],"[""3034813904""]",,,{'names': {}}
1000,{'primary': 'Direccion Juridica del Ayuntamiento de Huamantla'},"[{'freeform': 'Palacio Municipal S/N', 'locality': 'Huamantla', 'region': 'Tlaxcala', 'country': 'MX', 'postcode': '90500'}]","{'primary': 'event_planning', 'alternate': ['public_and_government_association', 'public_service_and_government']}",,"[""+524721500109""]",,['https://www.facebook.com/469136869767955'],"{'wikidata': '', 'names': {'primary': 'Dirección Jurídica del Ayuntamiento de Huamantla.', 'common': {}, 'rules': []}}"
1001,{'primary': 'ウォンツ 立町店'},"[{'freeform': '中区立町1-20', 'locality': '広島市', 'postcode': '〒730-0032', 'region': '広島県', 'country': 'JP'}]","{'primary': 'convenience_store', 'alternate': ['drugstore', 'retail']}",['https://shop.tsuruha-g.com/3884'],"[""0822073417""]",,,"{'wikidata': '', 'names': {'primary': 'ウォンツ 立町店', 'common': {}, 'rules': []}}"
1002,{'primary': 'Bloco Cirúrgico'},"[{'freeform': 'Bella Gula Mãe de Deus Center, Avenida Soledade, 565', 'locality': 'Porto Alegre', 'postcode': '90470-340', 'region': 'RS', 'country': 'BR'}]","{'primary': 'hospital', 'alternate': ['doctor', 'medical_service_organizations']}",['http://www.bellagula.com.br/'],[null],,['https://www.facebook.com/644509789025450'],"{'wikidata': '', 'names': {'primary': 'Bloco Cirúrgico', 'common': {}, 'rules': []}}"
1003,"{'primary': ""Villaggio Sant'Antonio""}","[{'freeform': 'Via Cappello, 79', 'locality': 'Noventa Padovana', 'postcode': '35027', 'region': '34', 'country': 'IT'}]","{'primary': 'religious_organization', 'alternate': ['social_service_organizations', 'community_services_non_profits']}",['http://www.villaggiosantantonio.it/'],"[""+39049625066""]",,['https://www.facebook.com/647685199019582'],"{'wikidata': '', 'names': {'primary': ""Villaggio Sant'Antonio"", 'common': {}, 'rules': []}}"
1004,{'primary': 'Ascend 1'},"[{'freeform': '8 Jalan 3/91A', 'locality': 'Kuala Lumpur', 'postcode': '56100', 'country': 'MY'}]","{'primary': 'health_and_medical', 'alternate': ['doctor', 'cafe']}",['https://ascend135.com/'],"[""+60395202991""]",,['https://www.facebook.com/375627529804169'],"{'wikidata': '', 'names': {'primary': 'Ascend1', 'common': {}, 'rules': []}}"
1005,"{'primary': 'PT. Bayu Maritim Berkah', 'common': {}, 'rules': []}","[{'freeform': '21, Jalan Tambak', 'locality': 'Jakarta', 'postcode': '10320', 'country': 'ID'}]","{'primary': 'event_planning', 'alternate': ['investing']}",['http://www.bayumaritim.com/'],"[""+622131920121""]",,['https://www.facebook.com/1605013296496039'],"{'wikidata': '', 'names': {'primary': 'PT. Bayu Maritim Berkah', 'common': {}, 'rules': []}}"
1006,{'primary': 'St. Ann Catholic Church'},"[{'freeform': '5105 Charlotte', 'locality': 'Nashville', 'region': 'TN', 'country': 'US', 'postcode': '37209'}]","{'primary': 'catholic_church', 'alternate': ['church_cathedral', 'religious_organization']}",['http://www.saintannparish.com/'],"[""+16152981782""]",,['https://www.facebook.com/174431106404008'],"{'wikidata': '', 'names': {'primary': ""St. Ann's Catholic School"", 'common': {}, 'rules': []}}"
1007,{'primary': 'Canal Video'},"[{'freeform': '2 Rue Mary Lafon', 'locality': 'Montauban', 'postcode': '82000', 'region': 'OCC', 'country': 'FR'}]","{'primary': 'music_and_dvd_store', 'alternate': ['shopping', 'topic_concert_venue']}",,"[""+33563914848""]",,['https://www.facebook.com/134381044230'],"{'wikidata': '', 'names': {'primary': 'Canal Vidéo Laryan 82 Franchisé indépendant', 'common': {}, 'rules': []}}"
1008,{'primary': 'Kuhlmann Ali Zahnarzt'},"[{'freeform': 'Rathausstr. 30', 'locality': 'Schwerte', 'region': 'Nordrhein-Westfalen', 'country': 'DE', 'postcode': '58239'}]","{'primary': 'dentist', 'alternate': ['cosmetic_dentist', 'medical_service_organizations']}",['http://www.praxis-kuhlmann.de'],"[""+492304237900""]",['ali.kuhlmann@yahoo.de'],['https://www.facebook.com/356676467758269'],"{'wikidata': '', 'names': {'primary': 'Kuhlmann Ali Zahnarzt', 'common': {}, 'rules': []}}"
1009,"{'primary': ""Diamond Jim's Pawn Shop""}","[{'freeform': '433 N Lake Ave', 'locality': 'Pasadena', 'region': 'CA', 'country': 'US', 'postcode': '91101'}]","{'primary': 'pawn_shop', 'alternate': ['jewelry_store', 'flowers_and_gifts_shop']}",['https://diamond-jims-pawn-shop-on-lake-avenue.business.site/?m=true'],"[""+16268444646""]",['info@diamondjimspawnbroker.com'],['https://www.facebook.com/368330770593787'],"{'wikidata': '', 'names': {'primary': 'Diamond Jims Pawn Shop', 'common': {}, 'rules': []}}"
1010,{'primary': 'Bitcoin Depot'},"[{'freeform': '1021 McGregor St', 'locality': 'Winnipeg', 'postcode': 'R2V 3H4', 'region': 'MB', 'country': 'CA'}]","{'primary': 'atms', 'alternate': ['bank_credit_union', 'currency_exchange']}",['https://www.bitcoindepot.com/'],"[""+16473711941""]",['support@bitcoindepot.com'],['https://www.facebook.com/105690138498397'],"{'wikidata': '', 'names': {'primary': 'Bitcoin Depot - Bitcoin ATM', 'common': {}, 'rules': []}}"
1011,{'primary': 'Carlos Alberto  Hair Stylist'},[{'country': 'BR'}],"{'primary': 'beauty_and_spa', 'alternate': ['nail_salon']}",,[null],,['https://www.facebook.com/104256748892733'],"{'wikidata': '', 'names': {'primary': 'Carlos Alberto Hair Stailyst', 'common': {}, 'rules': []}}"
